datetime,Humidity,Pressure,Temperature,Weather Description,Wind Dirn,Win Speed
2012-10-01 13:00:00,58,1012,288.22,few clouds,260,7
2012-10-01 14:00:00,57,1012,288.24767617,few clouds,260,7
2012-10-01 15:00:00,57,1012,288.326939663,few clouds,260,7
2012-10-01 16:00:00,57,1012,288.406203155,few clouds,260,7
2012-10-01 17:00:00,57,1012,288.485466648,few clouds,261,6
2012-10-01 18:00:00,56,1012,288.564730141,few clouds,261,6
2012-10-01 19:00:00,56,1012,288.643993634,few clouds,262,6
2012-10-01 20:00:00,56,1012,288.723257127,few clouds,262,6
2012-10-01 21:00:00,55,1012,288.80252062,few clouds,263,6
2012-10-01 22:00:00,55,1012,288.881784113,few clouds,263,6
2012-10-01 23:00:00,55,1012,288.961047606,few clouds,263,6
2012-10-02 00:00:00,55,1012,289.040311099,few clouds,264,6
2012-10-02 01:00:00,54,1012,289.119574592,few clouds,264,6
2012-10-02 02:00:00,54,1012,289.198838085,few clouds,265,6
2012-10-02 03:00:00,54,1012,289.278101578,few clouds,265,6
2012-10-02 04:00:00,53,1012,289.357365071,few clouds,265,6
2012-10-02 05:00:00,53,1012,289.436628564,few clouds,266,6
2012-10-02 06:00:00,53,1012,289.515892057,few clouds,266,6
2012-10-02 07:00:00,53,1012,289.595155549,few clouds,267,6
2012-10-02 08:00:00,52,1012,289.674419042,few clouds,267,6
2012-10-02 09:00:00,52,1012,289.753682535,few clouds,267,6
2012-10-02 10:00:00,52,1012,289.832946028,few clouds,268,5
2012-10-02 11:00:00,51,1012,289.912209521,few clouds,268,5
2012-10-02 12:00:00,51,1012,289.991473014,few clouds,269,5
2012-10-02 13:00:00,51,1012,290.070736507,few clouds,269,5
2012-10-02 14:00:00,51,1012,290.15,few clouds,270,5
2012-10-02 15:00:00,52,1012,291.32,few clouds,270,5
2012-10-02 16:00:00,,,291.78,sky is clear,303,2
2012-10-02 17:00:00,,,292.74,sky is clear,285,1
2012-10-02 18:00:00,46,1011,293.82,scattered clouds,250,6
2012-10-02 19:00:00,,,294.08,sky is clear,288,1
2012-10-02 20:00:00,43,1012,294.72,scattered clouds,240,5
2012-10-02 21:00:00,,,294.85,sky is clear,269,1
2012-10-02 22:00:00,43,1012,293.2,scattered clouds,270,5
2012-10-02 23:00:00,46,1013,290.98,broken clouds,260,5
2012-10-03 00:00:00,46,1014,289.84,broken clouds,270,4
2012-10-03 01:00:00,46,1014,288.99,sky is clear,250,4
2012-10-03 02:00:00,46,1015,288.8,broken clouds,270,4
2012-10-03 03:00:00,59,1015,288.6,broken clouds,0,0
2012-10-03 04:00:00,55,1015,288.54,broken clouds,330,2
2012-10-03 05:00:00,52,1015,288.6,overcast clouds,230,1
2012-10-03 06:00:00,55,1015,288.85,broken clouds,210,3
2012-10-03 07:00:00,52,1015,289.05,overcast clouds,230,2
2012-10-03 08:00:00,63,1015,289.17,overcast clouds,0,0
2012-10-03 09:00:00,52,1015,289.36,overcast clouds,0,0
2012-10-03 10:00:00,59,1016,289.5,overcast clouds,0,0
2012-10-03 11:00:00,100,1016,289.56,overcast clouds,0,0
2012-10-03 12:00:00,81,1016,290.37,overcast clouds,80,1
2012-10-03 13:00:00,63,1017,291.18,overcast clouds,160,2
2012-10-03 14:00:00,60,1017,292.88,overcast clouds,130,2
2012-10-03 15:00:00,64,1017,292.263333333,broken clouds,123,3
2012-10-03 16:00:00,68,1017,291.646666667,broken clouds,116,3
2012-10-03 17:00:00,72,1017,291.03,mist,110,4
2012-10-03 18:00:00,82,1016,290.7,mist,80,3
2012-10-03 19:00:00,88,1016,290.75,mist,40,4
2012-10-03 20:00:00,93,1015,290.62,drizzle,60,4
2012-10-03 21:00:00,93,1015,290.62,moderate rain,50,5
2012-10-03 22:00:00,96,1015,290.425,overcast clouds,55,4
2012-10-03 23:00:00,100,1015,290.23,light intensity drizzle,60,3
2012-10-04 00:00:00,93,1015,290.3,light intensity drizzle,40,3
2012-10-04 01:00:00,100,1015,290.44,mist,30,3
2012-10-04 02:00:00,100,1016,290.19,light rain,40,3
2012-10-04 03:00:00,100,1016,290.12,light intensity drizzle,40,3
2012-10-04 04:00:00,100,1015,290.13,fog,30,3
2012-10-04 05:00:00,100,1015,290.19,fog,30,2
2012-10-04 06:00:00,100,1016,290.24,fog,40,3
2012-10-04 07:00:00,100,1016,290.13,fog,0,0
2012-10-04 08:00:00,100,1016,290.19,mist,20,2
2012-10-04 09:00:00,93,1016,290.31,mist,0,0
2012-10-04 10:00:00,100,1016,290.43,fog,330,2
2012-10-04 11:00:00,100,1017,290.63,mist,340,2
2012-10-04 12:00:00,100,1018,290.84,mist,30,2
2012-10-04 13:00:00,,,291.25,sky is clear,242,0
2012-10-04 14:00:00,,,292.58,sky is clear,245,0
2012-10-04 15:00:00,100,1018,292.58,mist,40,3
2012-10-04 16:00:00,88,1018,293.71,light intensity drizzle,0,0
2012-10-04 17:00:00,83,1018,294.72,mist,0,0
2012-10-04 18:00:00,83,1018,295.27,mist,0,0
2012-10-04 19:00:00,88,1018,295.18,light intensity drizzle,50,3
2012-10-04 20:00:00,88,1018,294.98,mist,40,3
2012-10-04 21:00:00,88,1018,294.72,fog,50,3
2012-10-04 22:00:00,88,1018,294.38,mist,50,3
2012-10-04 23:00:00,88,1018,294.18,mist,40,2
2012-10-05 00:00:00,88,1019,294.02,light rain,50,2
2012-10-05 01:00:00,94,1019,293.85,mist,50,2
2012-10-05 02:00:00,100,1020,293.49,fog,40,1
2012-10-05 03:00:00,100,1020,293.38,fog,70,1
2012-10-05 04:00:00,100,1020,293.44,mist,0,0
2012-10-05 05:00:00,100,1020,293.34,fog,0,0
2012-10-05 06:00:00,100,1020,292.86,fog,0,0
2012-10-05 07:00:00,96,1020,292.22,broken clouds,0,0
2012-10-05 08:00:00,93,1020,291.58,fog,0,0
2012-10-05 09:00:00,96,1020,291.925,broken clouds,0,0
2012-10-05 10:00:00,100,1020,292.27,fog,0,0
2012-10-05 11:00:00,94,1020,292.34,light rain,0,0
2012-10-05 12:00:00,94,1020,293.18,fog,0,0
2012-10-05 13:00:00,94,1020,293.95,mist,40,2
2012-10-05 14:00:00,94,1020,294.22,light rain,60,2
2012-10-05 15:00:00,88,1020,295.37,light rain,50,3
2012-10-05 16:00:00,88,1019,295.73,light intensity drizzle,60,4
2012-10-05 17:00:00,88,1019,295.77,haze,30,3
2012-10-05 18:00:00,94,1019,295.9,haze,70,2
2012-10-05 19:00:00,94,1018,296.07,mist,80,3
2012-10-05 20:00:00,83,1018,295.87,haze,160,3
2012-10-05 21:00:00,78,1017,296.27,haze,150,2
2012-10-05 22:00:00,94,1017,295.32,light rain,170,1
2012-10-05 23:00:00,83,1017,294.68,light rain,110,2
2012-10-06 00:00:00,88,1017,293.27,fog,0,1
2012-10-06 01:00:00,88,1017,293.03,fog,0,0
2012-10-06 02:00:00,93,1018,292.85,mist,0,0
2012-10-06 03:00:00,88,1018,291.46,fog,310,3
2012-10-06 04:00:00,83,1018,290.94,fog,310,4
2012-10-06 05:00:00,88,1017,290.08,fog,310,2
2012-10-06 06:00:00,88,1018,289.27,fog,320,2
2012-10-06 07:00:00,100,1017,289.28,fog,0,0
2012-10-06 08:00:00,94,1017,288.66,sky is clear,150,1
2012-10-06 09:00:00,88,1017,288.04,fog,300,2
2012-10-06 10:00:00,88,1018,287.78,mist,300,2
2012-10-06 11:00:00,77,1018,287.87,mist,310,3
2012-10-06 12:00:00,72,1018,288.24,mist,290,1
2012-10-06 13:00:00,,,289.58,sky is clear,56,0
2012-10-06 14:00:00,64,1018,291.84,sky is clear,0,0
2012-10-06 15:00:00,56,1018,294.5,sky is clear,320,2
2012-10-06 16:00:00,56,1018,296.4,sky is clear,320,2
2012-10-06 17:00:00,50,1017,297.95,sky is clear,0,0
2012-10-06 18:00:00,41,1016,299.05,few clouds,300,2
2012-10-06 19:00:00,44,1015,299.48,few clouds,0,2
2012-10-06 20:00:00,39,1014,299.78,few clouds,260,2
2012-10-06 21:00:00,42,1014,299.18,few clouds,250,2
2012-10-06 22:00:00,53,1015,297.04,few clouds,180,4
2012-10-06 23:00:00,53,1015,295.32,scattered clouds,190,3
2012-10-07 00:00:00,60,1015,293.4,few clouds,180,3
2012-10-07 01:00:00,68,1014,292.42,few clouds,170,3
2012-10-07 02:00:00,68,1014,291.85,sky is clear,190,3
2012-10-07 03:00:00,64,1014,291.27,fog,190,2
2012-10-07 04:00:00,64,1013,290.76,mist,210,3
2012-10-07 05:00:00,64,1013,290.37,mist,210,4
2012-10-07 06:00:00,73,1012,289.766666667,sky is clear,140,2
2012-10-07 07:00:00,83,1012,289.163333333,sky is clear,70,1
2012-10-07 08:00:00,93,1012,288.56,mist,0,0
2012-10-07 09:00:00,72,1012,288.68,fog,220,3
2012-10-07 10:00:00,72,1011,288.72,mist,230,3
2012-10-07 11:00:00,87,1011,288.06,fog,210,2
2012-10-07 12:00:00,77,1011,289.64,fog,220,4
2012-10-07 13:00:00,68,1011,291.49,fog,220,5
2012-10-07 14:00:00,60,1010,294.03,broken clouds,220,6
2012-10-07 15:00:00,60,1009,296.37,broken clouds,200,7
2012-10-07 16:00:00,57,1009,297.47,broken clouds,210,7
2012-10-07 17:00:00,50,1008,297.84,broken clouds,200,8
2012-10-07 18:00:00,50,1007,297.4,broken clouds,250,5
2012-10-07 19:00:00,50,1008,296.29,overcast clouds,270,6
2012-10-07 20:00:00,56,1008,294.43,broken clouds,250,8
2012-10-07 21:00:00,68,1010,292.87,broken clouds,310,9
2012-10-07 22:00:00,68,1011,289.78,scattered clouds,330,7
2012-10-07 23:00:00,63,1012,288.01,scattered clouds,320,8
2012-10-08 00:00:00,62,1014,286.81,sky is clear,320,8
2012-10-08 01:00:00,62,1014,286.06,sky is clear,310,6
2012-10-08 02:00:00,62,1015,285.21,sky is clear,320,5
2012-10-08 03:00:00,62,1015,284.7,heavy snow,320,3
2012-10-08 04:00:00,62,1016,284.24,heavy snow,330,4
2012-10-08 05:00:00,58,1016,283.93,sky is clear,330,5
2012-10-08 06:00:00,54,1017,283.03,heavy snow,330,5
2012-10-08 07:00:00,54,1017,282.41,few clouds,330,5
2012-10-08 08:00:00,54,1017,281.68,few clouds,340,3
2012-10-08 09:00:00,54,1017,280.9,sky is clear,350,3
2012-10-08 10:00:00,70,1018,279.64,few clouds,280,2
2012-10-08 11:00:00,54,1018,281.27,broken clouds,340,3
2012-10-08 12:00:00,54,1018,282.87,broken clouds,350,2
2012-10-08 13:00:00,50,1019,283.67,broken clouds,40,2
2012-10-08 14:00:00,,,283.8,sky is clear,237,0
2012-10-08 15:00:00,58,1019,284.31,light rain,0,1
2012-10-08 16:00:00,62,1019,284.06,mist,30,2
2012-10-08 17:00:00,66,1019,283.98,light rain,170,2
2012-10-08 18:00:00,76,1018,284.2,light rain,150,2
2012-10-08 19:00:00,71,1018,284.74,light rain,160,1
2012-10-08 20:00:00,71,1017,284.59,overcast clouds,230,1
2012-10-08 21:00:00,76,1017,284.12,light rain,300,2
2012-10-08 22:00:00,76,1016,283.69,light rain,30,2
2012-10-08 23:00:00,76,1017,283.62,light rain,40,1
2012-10-09 00:00:00,71,1018,283.01,light rain,290,3
2012-10-09 01:00:00,81,1019,282.64,light rain,310,4
2012-10-09 02:00:00,87,1019,282.24,light rain,260,4
2012-10-09 03:00:00,81,1020,282.19,overcast clouds,310,5
2012-10-09 04:00:00,76,1020,281.25,mist,320,3
2012-10-09 05:00:00,76,1020,280.46,mist,320,3
2012-10-09 06:00:00,76,1020,279.7,mist,320,4
2012-10-09 07:00:00,76,1020,279.57,mist,310,4
2012-10-09 08:00:00,78,1020,279.055,sky is clear,310,5
2012-10-09 09:00:00,81,1021,278.54,mist,310,5
2012-10-09 10:00:00,76,1021,278.02,mist,300,4
2012-10-09 11:00:00,81,1022,278.35,fog,300,5
2012-10-09 12:00:00,76,1023,280.4,mist,320,4
2012-10-09 13:00:00,66,1024,282.85,scattered clouds,330,5
2012-10-09 14:00:00,66,1025,283.53,broken clouds,340,3
2012-10-09 15:00:00,62,1024,284.9,broken clouds,0,2
2012-10-09 16:00:00,58,1024,285.34,sky is clear,0,0
2012-10-09 17:00:00,,,285.72,sky is clear,222,0
2012-10-09 18:00:00,,,285.63,sky is clear,205,0
2012-10-09 19:00:00,,,285.78,sky is clear,225,0
2012-10-09 20:00:00,,,285.63,sky is clear,227,0
2012-10-09 21:00:00,54,1024,285.4,overcast clouds,0,2
2012-10-09 22:00:00,62,1025,284.54,light rain,330,2
2012-10-09 23:00:00,62,1024,283.97,drizzle,330,2
2012-10-10 00:00:00,62,1025,283.71,overcast clouds,40,2
2012-10-10 01:00:00,66,1024,283.26,overcast clouds,70,2
2012-10-10 02:00:00,71,1024,283.19,broken clouds,100,4
2012-10-10 03:00:00,66,1024,283.07,few clouds,80,3
2012-10-10 04:00:00,71,1023,283.06,broken clouds,20,3
2012-10-10 05:00:00,71,1024,282.94,overcast clouds,10,3
2012-10-10 06:00:00,71,1023,282.87,overcast clouds,70,3
2012-10-10 07:00:00,76,1023,283.38,light intensity drizzle,10,3
2012-10-10 08:00:00,71,1023,283.52,light rain,10,4
2012-10-10 09:00:00,72,1022,283.673333333,broken clouds,10,4
2012-10-10 10:00:00,74,1022,283.826666667,overcast clouds,10,4
2012-10-10 11:00:00,76,1022,283.98,overcast clouds,10,4
2012-10-10 12:00:00,81,1022,283.9,light intensity drizzle,30,4
2012-10-10 13:00:00,87,1023,284.21,light rain,20,4
2012-10-10 14:00:00,87,1022,285.31,light rain,30,4
2012-10-10 15:00:00,,,285.62,sky is clear,255,0
2012-10-10 16:00:00,76,1023,286.28,overcast clouds,60,3
2012-10-10 17:00:00,82,1021,287.25,overcast clouds,60,6
2012-10-10 18:00:00,82,1021,287.31,mist,50,6
2012-10-10 19:00:00,93,1020,287.31,haze,60,6
2012-10-10 20:00:00,,,287.18,sky is clear,257,0
2012-10-10 21:00:00,,,286.47,sky is clear,293,0
2012-10-10 22:00:00,44,,287.535,overcast clouds,165,2
2012-10-10 23:00:00,89,1013,288.6,sky is clear,37,5
2012-10-11 00:00:00,89,1013,288.6,sky is clear,37,5
2012-10-11 01:00:00,89,1013,288.6,sky is clear,37,5
2012-10-11 02:00:00,89,1013,288.6,sky is clear,37,5
2012-10-11 03:00:00,89,1013,288.6,sky is clear,37,5
2012-10-11 04:00:00,89,1013,288.6,sky is clear,37,5
2012-10-11 05:00:00,91,1013,288.28,overcast clouds,42,5
2012-10-11 06:00:00,92,1013,287.96,sky is clear,48,6
2012-10-11 07:00:00,100,1017,285.7,moderate rain,70,5
2012-10-11 08:00:00,100,1016,285.56,drizzle,70,6
2012-10-11 09:00:00,100,1016,285.44,heavy intensity drizzle,50,7
2012-10-11 10:00:00,100,1016,285.24,drizzle,30,5
2012-10-11 11:00:00,100,1015,285.17,light intensity drizzle,40,6
2012-10-11 12:00:00,93,1015,285.54,mist,40,5
2012-10-11 13:00:00,100,1014,285.68,mist,320,3
2012-10-11 14:00:00,93,1013,286.81,mist,50,3
2012-10-11 15:00:00,87,1014,286.85,overcast clouds,0,0
2012-10-11 16:00:00,83,1013,287.9625,broken clouds,64,1
2012-10-11 17:00:00,80,1013,289.075,broken clouds,129,3
2012-10-11 18:00:00,76,1013,290.1875,scattered clouds,193,4
2012-10-11 19:00:00,73,1013,291.3,sky is clear,258,6
2012-10-11 20:00:00,73,1013,291.3,sky is clear,258,6
2012-10-11 21:00:00,48,1009,291.27,broken clouds,270,7
2012-10-11 22:00:00,48,1009,289.97,scattered clouds,250,6
2012-10-11 23:00:00,59,1011,288.68,few clouds,0,0
2012-10-12 00:00:00,48,1011,288.23,few clouds,240,6
2012-10-12 01:00:00,51,1011,288.43,scattered clouds,260,7
2012-10-12 02:00:00,51,1012,288.36,overcast clouds,260,5
2012-10-12 03:00:00,51,1013,286.68,scattered clouds,290,8
2012-10-12 04:00:00,50,1014,285.24,few clouds,310,10
2012-10-12 05:00:00,54,1015,283.97,sky is clear,300,6
2012-10-12 06:00:00,54,1016,283.51,few clouds,300,6
2012-10-12 07:00:00,54,1016,283.04,few clouds,290,7
2012-10-12 08:00:00,58,1017,282.27,few clouds,310,6
2012-10-12 09:00:00,53,1018,281.89,sky is clear,290,6
2012-10-12 10:00:00,53,1020,281.38,sky is clear,290,6
2012-10-12 11:00:00,53,1020,280.92,few clouds,310,6
2012-10-12 12:00:00,53,1021,282.03,few clouds,300,6
2012-10-12 13:00:00,53,1022,283.13,few clouds,300,6
2012-10-12 14:00:00,53,1023,283.83,sky is clear,310,7
2012-10-12 15:00:00,46,1023,284.86,sky is clear,310,4
2012-10-12 16:00:00,,1023,285.52,few clouds,310,3
2012-10-12 17:00:00,,1022,287.24,few clouds,320,5
2012-10-12 18:00:00,35,1021,287.8,sky is clear,250,4
2012-10-12 19:00:00,,,287.91,sky is clear,265,1
2012-10-12 20:00:00,31,1021,288.76,sky is clear,260,4
2012-10-12 21:00:00,,1021,288.66,sky is clear,200,3
2012-10-12 22:00:00,33,1021,286.96,sky is clear,220,5
2012-10-12 23:00:00,35,1021,285.02,sky is clear,230,3
2012-10-13 00:00:00,39,1019,285.436,sky is clear,231,3
2012-10-13 01:00:00,44,1017,285.852,sky is clear,233,3
2012-10-13 02:00:00,49,1016,286.268,sky is clear,234,3
2012-10-13 03:00:00,54,1014,286.684,sky is clear,236,4
2012-10-13 04:00:00,58,1013,287.1,sky is clear,238,4
2012-10-13 05:00:00,,,280.16,sky is clear,252,0
2012-10-13 06:00:00,75,1021,279.42,sky is clear,0,0
2012-10-13 07:00:00,70,1020,279.67,sky is clear,220,3
2012-10-13 08:00:00,75,1020,278.84,sky is clear,200,2
2012-10-13 09:00:00,75,1019,278.95,sky is clear,230,2
2012-10-13 10:00:00,,1019,278.04,sky is clear,0,0
2012-10-13 11:00:00,81,1019,278.52,few clouds,240,2
2012-10-13 12:00:00,62,1019,280.35,fog,230,4
2012-10-13 13:00:00,58,1019,282.73,scattered clouds,240,3
2012-10-13 14:00:00,50,1020,284.93,scattered clouds,300,5
2012-10-13 15:00:00,58,1020,284.72,light rain,300,8
2012-10-13 16:00:00,62,1021,285.06,overcast clouds,320,7
2012-10-13 17:00:00,62,1021,286.2,broken clouds,10,6
2012-10-13 18:00:00,54,1021,285.82,broken clouds,340,7
2012-10-13 19:00:00,44,1021,286.04,scattered clouds,320,9
2012-10-13 20:00:00,54,1022,285.17,broken clouds,300,9
2012-10-13 21:00:00,57,1023,284.26,light rain,310,8
2012-10-13 22:00:00,57,1024,283.59,broken clouds,310,7
2012-10-13 23:00:00,50,1026,282.8,broken clouds,320,7
2012-10-14 00:00:00,,1027,282.22,sky is clear,330,8
2012-10-14 01:00:00,46,1027,281.13,sky is clear,330,7
2012-10-14 02:00:00,45,1029,280.17,sky is clear,340,6
2012-10-14 03:00:00,49,1029,279.03,sky is clear,340,6
2012-10-14 04:00:00,49,1030,278.03,sky is clear,350,5
2012-10-14 05:00:00,48,1030,277.19,sky is clear,10,4
2012-10-14 06:00:00,48,1031,276.43,sky is clear,10,3
2012-10-14 07:00:00,52,1031,275.45,sky is clear,20,2
2012-10-14 08:00:00,52,1031,274.74,sky is clear,360,3
2012-10-14 09:00:00,69,1032,273.62,sky is clear,10,1
2012-10-14 10:00:00,74,1033,273.15,sky is clear,30,2
2012-10-14 11:00:00,74,1033,272.82,sky is clear,30,1
2012-10-14 12:00:00,48,1033,275.23,sky is clear,360,2
2012-10-14 13:00:00,39,1034,277.58,few clouds,0,0
2012-10-14 14:00:00,42,1034,280.19,few clouds,50,1
2012-10-14 15:00:00,39,1034,281.91,few clouds,30,2
2012-10-14 16:00:00,34,1033,282.78,few clouds,0,0
2012-10-14 17:00:00,34,1032,284.51,few clouds,0,0
2012-10-14 18:00:00,27,1030,284.6,few clouds,0,2
2012-10-14 19:00:00,32,1030,285.03,few clouds,230,4
2012-10-14 20:00:00,27,1029,285.09,scattered clouds,180,4
2012-10-14 21:00:00,37,1029,284.62,scattered clouds,170,4
2012-10-14 22:00:00,,1029,283.69,scattered clouds,170,5
2012-10-14 23:00:00,53,1029,282.85,broken clouds,170,3
2012-10-15 00:00:00,53,1028,283.08,broken clouds,180,5
2012-10-15 01:00:00,50,1028,283.3,broken clouds,200,7
2012-10-15 02:00:00,54,1028,282.95,broken clouds,220,5
2012-10-15 03:00:00,58,1027,282.63,broken clouds,220,5
2012-10-15 04:00:00,62,1026,282.9,broken clouds,200,4
2012-10-15 05:00:00,66,1026,283.21,broken clouds,200,6
2012-10-15 06:00:00,66,1025,283.65,overcast clouds,210,7
2012-10-15 07:00:00,71,1025,283.72,overcast clouds,230,4
2012-10-15 08:00:00,66,1024,284.21,overcast clouds,220,4
2012-10-15 09:00:00,66,1023,284.68,overcast clouds,220,6
2012-10-15 10:00:00,71,1023,284.94,overcast clouds,230,7
2012-10-15 11:00:00,76,1023,284.99,broken clouds,220,6
2012-10-15 12:00:00,76,1023,285.38,broken clouds,210,4
2012-10-15 13:00:00,71,1022,286.22,broken clouds,220,5
2012-10-15 14:00:00,67,1023,287.4,broken clouds,220,4
2012-10-15 15:00:00,63,1022,288.78,broken clouds,220,4
2012-10-15 16:00:00,,,289.11,sky is clear,251,1
2012-10-15 17:00:00,,,291.15,sky is clear,253,1
2012-10-15 18:00:00,,,292.64,sky is clear,245,2
2012-10-15 19:00:00,,,294.35,sky is clear,246,1
2012-10-15 20:00:00,46,1017,294.78,broken clouds,200,6
2012-10-15 21:00:00,43,1017,294.95,broken clouds,210,6
2012-10-15 22:00:00,43,1016,293.65,broken clouds,200,5
2012-10-15 23:00:00,68,1016,292.16,broken clouds,170,4
2012-10-16 00:00:00,68,1016,291.32,scattered clouds,180,5
2012-10-16 01:00:00,72,1016,290.87,scattered clouds,190,5
2012-10-16 02:00:00,68,1016,290.68,few clouds,200,4
2012-10-16 03:00:00,68,1015,289.94,few clouds,190,5
2012-10-16 04:00:00,72,1015,289.37,scattered clouds,180,4
2012-10-16 05:00:00,77,1014,289,broken clouds,190,3
2012-10-16 06:00:00,82,1013,288.68,mist,190,3
2012-10-16 07:00:00,77,1012,288.56,sky is clear,190,4
2012-10-16 08:00:00,77,1011,289.55,broken clouds,180,4
2012-10-16 09:00:00,82,1010,289.66,broken clouds,180,4
2012-10-16 10:00:00,82,1009,289.52,broken clouds,180,4
2012-10-16 11:00:00,82,1009,289.52,broken clouds,180,4
2012-10-16 12:00:00,82,1008,289.94,fog,180,4
2012-10-16 13:00:00,77,1009,291.23,broken clouds,180,5
2012-10-16 14:00:00,64,1008,293.78,broken clouds,180,4
2012-10-16 15:00:00,60,1008,294.53,broken clouds,190,5
2012-10-16 16:00:00,60,1007,295.05,light rain,200,6
2012-10-16 17:00:00,64,1006,294.63,light intensity drizzle,240,4
2012-10-16 18:00:00,,,294.82,sky is clear,243,0
2012-10-16 19:00:00,64,1005,293.64,mist,230,5
2012-10-16 20:00:00,64,1004,292.73,moderate rain,220,4
2012-10-16 21:00:00,73,1004,291.86,moderate rain,250,5
2012-10-16 22:00:00,88,1004,291.07,light rain,220,2
2012-10-16 23:00:00,93,1004,290.11,light rain,230,4
2012-10-17 00:00:00,88,1004,289.4,mist,260,4
2012-10-17 01:00:00,77,1004,289.03,mist,320,3
2012-10-17 02:00:00,72,1004,288.62,mist,240,3
2012-10-17 03:00:00,,,288.49,sky is clear,285,0
2012-10-17 04:00:00,72,1004,287.72,light rain,270,5
2012-10-17 05:00:00,72,1005,287.2,overcast clouds,310,7
2012-10-17 06:00:00,67,1005,286.67,overcast clouds,310,5
2012-10-17 07:00:00,71,1005,285.96,broken clouds,310,7
2012-10-17 08:00:00,66,1005,285.38,scattered clouds,290,4
2012-10-17 09:00:00,66,1005,284.48,few clouds,310,5
2012-10-17 10:00:00,62,1006,283.94,few clouds,310,5
2012-10-17 11:00:00,58,1007,283.87,scattered clouds,320,10
2012-10-17 12:00:00,58,1008,284.08,scattered clouds,310,7
2012-10-17 13:00:00,54,1008,285,scattered clouds,330,6
2012-10-17 14:00:00,54,1009,285.38,few clouds,300,9
2012-10-17 15:00:00,,,285.92,sky is clear,291,1
2012-10-17 16:00:00,54,1009,286.74,few clouds,300,9
2012-10-17 17:00:00,50,1009,287.21,few clouds,310,9
2012-10-17 18:00:00,,,287.56,sky is clear,291,1
2012-10-17 19:00:00,,,287.94,sky is clear,293,1
2012-10-17 20:00:00,,,287.9,sky is clear,297,2
2012-10-17 21:00:00,,,287.41,sky is clear,297,1
2012-10-17 22:00:00,,,286.59,sky is clear,291,1
2012-10-17 23:00:00,50,1011,283.91,scattered clouds,330,3
2012-10-18 00:00:00,50,1012,282.97,few clouds,330,4
2012-10-18 01:00:00,47,1012,282.14,few clouds,330,4
2012-10-18 02:00:00,50,1013,281.15,few clouds,330,3
2012-10-18 03:00:00,54,1013,280.65,sky is clear,320,5
2012-10-18 04:00:00,53,1013,280.38,sky is clear,340,4
2012-10-18 05:00:00,57,1014,279.3,mist,340,3
2012-10-18 06:00:00,65,1014,278.1,sky is clear,360,2
2012-10-18 07:00:00,70,1014,278.18,scattered clouds,50,3
2012-10-18 08:00:00,70,1014,277.52,mist,360,1
2012-10-18 09:00:00,70,1014,277.58,sky is clear,360,2
2012-10-18 10:00:00,66,1014,277.4,broken clouds,360,2
2012-10-18 11:00:00,81,1016,276.34,fog,0,0
2012-10-18 12:00:00,66,1016,279.32,fog,70,2
2012-10-18 13:00:00,,,279.31,sky is clear,345,0
2012-10-18 14:00:00,,,281.4,sky is clear,345,0
2012-10-18 15:00:00,50,1017,285.15,broken clouds,0,0
2012-10-18 16:00:00,54,1016,286.68,broken clouds,40,2
2012-10-18 17:00:00,,,287.67,sky is clear,292,1
2012-10-18 18:00:00,44,1015,289.27,broken clouds,280,2
2012-10-18 19:00:00,41,1014,289.72,broken clouds,260,1
2012-10-18 20:00:00,39,1014,290.16,broken clouds,0,2
2012-10-18 21:00:00,42,1014,289.69,broken clouds,180,2
2012-10-18 22:00:00,58,1014,287.85,overcast clouds,170,3
2012-10-18 23:00:00,58,1015,286.56,broken clouds,170,3
2012-10-19 00:00:00,67,1015,284.88,broken clouds,180,3
2012-10-19 01:00:00,62,1015,284.04,scattered clouds,190,3
2012-10-19 02:00:00,62,1016,282.89,scattered clouds,180,2
2012-10-19 03:00:00,66,1016,281.87,mist,200,1
2012-10-19 04:00:00,71,1016,280.62,few clouds,0,0
2012-10-19 05:00:00,71,1016,280.51,mist,170,2
2012-10-19 06:00:00,76,1016,280.28,fog,0,0
2012-10-19 07:00:00,81,1016,278.83,fog,0,0
2012-10-19 08:00:00,87,1016,278.6,fog,0,0
2012-10-19 09:00:00,87,1016,278.16,sky is clear,0,0
2012-10-19 10:00:00,93,1017,278,mist,20,2
2012-10-19 11:00:00,87,1017,278.21,sky is clear,10,2
2012-10-19 12:00:00,93,1017,279.67,fog,20,1
2012-10-19 13:00:00,71,1017,282.96,scattered clouds,40,1
2012-10-19 14:00:00,67,1017,286.53,scattered clouds,0,2
2012-10-19 15:00:00,59,1017,289.16,few clouds,180,4
2012-10-19 16:00:00,59,1017,290.97,scattered clouds,170,4
2012-10-19 17:00:00,59,1017,291.61,broken clouds,160,4
2012-10-19 18:00:00,59,1016,291.98,broken clouds,170,4
2012-10-19 19:00:00,55,1016,291.52,broken clouds,170,6
2012-10-19 20:00:00,52,1015,291.41,broken clouds,140,5
2012-10-19 21:00:00,63,1015,290.29,broken clouds,120,5
2012-10-19 22:00:00,67,1015,289.83,broken clouds,140,4
2012-10-19 23:00:00,72,1016,289.45,overcast clouds,150,3
2012-10-20 00:00:00,72,1017,289.38,overcast clouds,110,4
2012-10-20 01:00:00,77,1016,289.57,overcast clouds,90,4
2012-10-20 02:00:00,77,1015,289.58,overcast clouds,90,4
